transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome,blast_ara
tr_15842,Module_20,0.838715065,Phvul.011G043800,coding,GLYMA14G05510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G043800,None
tr_4792,Module_20,0.810714286,Phvul.008G081900,coding,GLYMA01G35720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G081900,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37960.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr3:20018902-20020826 REVERSE LENGTH=442
tr_774,Module_20,0.8,Phvul.007G079300,coding,GLYMA10G37010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G079300,| Symbols:  | Ubiquitin carboxyl-terminal hydrolase family protein | chr2:13344151-13345398 FORWARD LENGTH=415
tr_12476,Module_20,0.796428571,Phvul.011G035900,coding,GLYMA11G09690.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G035900,"| Symbols: ATFP6, HIPP26, FP6 | farnesylated protein 6 | chr4:18034596-18035693 FORWARD LENGTH=153"
tr_26103,Module_20,0.792857143,Phvul.008G008200,coding,GLYMA18G53150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G008200,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr3:6267102-6267392 FORWARD LENGTH=96
tr_8862,Module_20,0.785714286,Phvul.006G199200,coding,GLYMA15G06590.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G199200,| Symbols:  | Octicosapeptide/Phox/Bem1p family protein | chr5:25762540-25764081 REVERSE LENGTH=513
tr_1051,Module_20,0.782142857,Phvul.004G120300,coding,GLYMA18G16160.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G120300,"| Symbols: ATUBC2, UBC2 | ubiquiting-conjugating enzyme 2 | chr2:774271-775149 FORWARD LENGTH=152"
tr_25931,Module_20,0.778571429,Phvul.004G075500,coding,GLYMA17G23740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G075500,"| Symbols: ANAC083, VNI2, NAC083 | NAC domain containing protein 83 | chr5:4196643-4197577 FORWARD LENGTH=252"
tr_16508,Module_20,0.775,Phvul.006G149300,coding,GLYMA09G06650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G149300,| Symbols:  | proteasome inhibitor-related | chr3:19985208-19987132 FORWARD LENGTH=302
tr_23132,Module_20,0.775,Phvul.002G244400,coding,GLYMA08G12840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G244400,| Symbols:  | CONTAINS InterPro DOMAIN/s: Complex 1 LYR protein (InterPro:IPR008011); Has 45 Blast hits to 45 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 45; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr5:21110716-21111116 FORWARD LENGTH=103
tr_8980,Module_20,0.771428571,Phvul.006G201100,coding,GLYMA13G32910.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G201100,| Symbols: UGT78D2 | UDP-glucosyl transferase 78D2 | chr5:5607828-5609392 REVERSE LENGTH=460
tr_1509,Module_20,0.767857143,Phvul.004G167000,noncoding,GLYMA01G34680.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G167000,None
tr_8267,Module_20,0.753571429,Phvul.004G150800,coding,GLYMA09G30750.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G150800,| Symbols:  | Calcium-dependent lipid-binding (CaLB domain) family protein | chr3:6152417-6153115 FORWARD LENGTH=177
tr_25962,Module_20,0.753571429,Phvul.003G052100,coding,GLYMA08G39710.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G052100,| Symbols:  | Radical SAM superfamily protein | chr1:22212223-22214346 REVERSE LENGTH=458
tr_11929,Module_20,0.75,Phvul.004G012400,coding,GLYMA08G40110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G012400,"| Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=294"
tr_23257,Module_20,0.75,Phvul.005G031200,coding,GLYMA16G08650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G031200,| Symbols:  | NB-ARC domain-containing disease resistance protein | chr3:4857940-4861104 FORWARD LENGTH=1054
tr_7698,Module_20,0.742857143,Phvul.006G180000,coding,GLYMA13G24160.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G180000,"| Symbols: AtRABA1f, RABA1f | RAB GTPase homolog A1F | chr5:24484750-24485565 FORWARD LENGTH=217"
tr_25530,Module_20,0.742857143,Phvul.004G121000,coding,GLYMA16G32220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G121000,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:2035909-2037186 FORWARD LENGTH=369
tr_26671,Module_20,0.742857143,Phvul.011G048800,coding,GLYMA12G05080.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G048800,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G23690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:17524546-17525052 FORWARD LENGTH=168
tr_24439,Module_20,-0.742857143,Phvul.006G040500,coding,GLYMA02G25300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G040500,| Symbols: TSB2 | tryptophan synthase beta-subunit 2 | chr4:13586564-13588619 FORWARD LENGTH=475
tr_8293,Module_20,-0.746428571,Phvul.003G279600,coding,GLYMA16G17580.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G279600,| Symbols:  | Protein kinase superfamily protein | chr4:10454770-10457032 REVERSE LENGTH=404
tr_15837,Module_20,-0.746428571,Phvul.008G218700,noncoding,GLYMA02G42760.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G218700,None
tr_9093,Module_20,-0.75,Phvul.009G083500,coding,GLYMA04G06000.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G083500,| Symbols:  | Protein of unknown function (DUF1677) | chr1:27303906-27304403 FORWARD LENGTH=165
tr_26985,Module_20,-0.75,Phvul.002G111600,noncoding,GLYMA11G07890.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G111600,None
tr_20416,Module_20,-0.753571429,Phvul.003G274000,coding,GLYMA16G15800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G274000,"| Symbols:  | membrane protein, putative | chr1:11537572-11539756 REVERSE LENGTH=512"
tr_122,Module_20,-0.757142857,Phvul.001G184100,coding,GLYMA19G37290.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G184100,| Symbols:  | Protein kinase family protein | chr5:405895-408220 REVERSE LENGTH=657
tr_26439,Module_20,-0.757142857,Phvul.001G097900,coding,GLYMA19G28260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G097900,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:9791572-9792939 REVERSE LENGTH=455
tr_10692,Module_20,-0.771428571,Phvul.002G180100,coding,GLYMA05G27390.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G180100,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr2:15637177-15639450 REVERSE LENGTH=757
tr_14180,Module_20,-0.778571429,Phvul.001G235700,coding,GLYMA11G34380.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G235700,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr5:1824066-1825833 REVERSE LENGTH=264
tr_6166,Module_20,-0.785714286,Phvul.006G045700,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G045700,
tr_6028,Module_20,-0.792857143,Phvul.011G210900,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G210900,
tr_10133,Module_20,-0.792857143,Phvul.010G026000,coding,GLYMA16G10340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G026000,| Symbols:  | Disease resistance protein (TIR-NBS-LRR class) family | chr5:14567771-14571916 REVERSE LENGTH=1191
tr_14514,Module_20,-0.796428571,Phvul.008G231400,coding,GLYMA02G41730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G231400,| Symbols: GN | sec7 domain-containing protein | chr1:4789587-4794397 FORWARD LENGTH=1451
tr_21718,Module_20,-0.814285714,Phvul.009G122800,coding,GLYMA06G11640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G122800,| Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr1:29189043-29190901 REVERSE LENGTH=440
tr_16744,Module_20,-0.817857143,Phvul.009G121600,coding,GLYMA04G43190.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G121600,| Symbols: PPK1 | putative protein kinase 1 | chr1:29210730-29213877 FORWARD LENGTH=777
tr_23819,Module_20,-0.825968538,Phvul.011G030500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G030500,None
tr_13692,Module_20,-0.892857143,Phvul.009G195000,coding,GLYMA19G22730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G195000,| Symbols:  | Cytosol aminopeptidase family protein | chr4:15046589-15049304 REVERSE LENGTH=583
tr_10063,Module_21,0.825,Phvul.006G160100,coding,GLYMA15G10590.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G160100,| Symbols:  | RING/U-box superfamily protein | chr3:1917334-1919709 FORWARD LENGTH=426
tr_9322,Module_21,0.817857143,Phvul.006G070600,coding,GLYMA18G06730.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G070600,| Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr2:12843583-12845597 REVERSE LENGTH=386
tr_25463,Module_21,0.817857143,Phvul.006G046800,coding,GLYMA18G10410.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G046800,None
tr_10885,Module_21,0.810714286,Phvul.011G163100,coding,GLYMA06G36070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G163100,| Symbols:  | ribosomal protein L11 methyltransferase-related | chr5:21892124-21894087 FORWARD LENGTH=371
tr_152,Module_21,0.789285714,Phvul.004G056300,coding,GLYMA19G22530.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G056300,| Symbols:  | Cytochrome C1 family | chr5:16340200-16342327 FORWARD LENGTH=307
tr_18137,Module_21,0.785714286,Phvul.004G169300,coding,GLYMA01G34840.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G169300,| Symbols:  | protein serine/threonine phosphatases;protein kinases;catalytics;cAMP-dependent protein kinase regulators;ATP binding;protein serine/threonine phosphatases | chr2:8649779-8654193 REVERSE LENGTH=1094
tr_24656,Module_21,0.784573807,Phvul.001G035500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G035500,None
tr_6384,Module_21,0.782142857,Phvul.009G048900,coding,GLYMA04G41010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G048900,"| Symbols: ATB5-A, B5 #2, ATCB5-E, CB5-E | cytochrome B5 isoform E | chr5:21759628-21760353 FORWARD LENGTH=134"
tr_1260,Module_21,0.778571429,Phvul.007G080000,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G080000,None
tr_451,Module_21,-0.767857143,Phvul.003G130300,coding,GLYMA13G17060.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G130300,| Symbols:  | Subtilase family protein | chr2:2269831-2272207 REVERSE LENGTH=754
tr_1695,Module_21,-0.767857143,Phvul.001G186200,coding,GLYMA19G37530.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G186200,"| Symbols: ATU2AF35B, U2AF35B | Zinc finger C-x8-C-x5-C-x3-H type family protein | chr5:17170445-17171296 REVERSE LENGTH=283"
tr_10719,Module_21,-0.767857143,Phvul.003G276300,coding,GLYMA16G17460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G276300,| Symbols:  | Amino acid permease family protein | chr1:11418875-11420314 REVERSE LENGTH=479
tr_16569,Module_21,-0.767857143,Phvul.009G174700,coding,GLYMA06G18800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G174700,| Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr1:26621168-26621608 REVERSE LENGTH=146
tr_16689,Module_21,-0.771428571,Phvul.001G107800,coding,GLYMA19G29800.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G107800,| Symbols: PS1 | Presenilin-1 | chr1:2769885-2771348 REVERSE LENGTH=453
tr_16963,Module_21,-0.771428571,Phvul.005G099400,coding,GLYMA12G33540.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G099400,| Symbols:  | proteophosphoglycan-related | chr3:20244568-20245689 FORWARD LENGTH=211
tr_1217,Module_21,-0.775,Phvul.011G003100,coding,GLYMA12G00460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G003100,| Symbols: CCR4 | CRINKLY4 related 4 | chr5:19378803-19381058 REVERSE LENGTH=751
tr_5189,Module_21,-0.775692892,Phvul.004G099800,coding,GLYMA02G09270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G099800,| Symbols:  | Mitochondrial substrate carrier family protein | chr5:16835572-16836810 REVERSE LENGTH=412
tr_9737,Module_21,-0.782142857,Phvul.003G155100,coding,GLYMA02G36660.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G155100,| Symbols: SKIP1 | SKP1 interacting partner 1 | chr5:23449916-23450915 REVERSE LENGTH=300
tr_797,Module_21,-0.785714286,Phvul.003G223600,coding,GLYMA10G38420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G223600,| Symbols:  | Integrase-type DNA-binding superfamily protein | chr1:4298897-4299475 FORWARD LENGTH=192
tr_9561,Module_21,-0.785714286,Phvul.007G085500,coding,GLYMA10G36370.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G085500,| Symbols: SBH1 | sphingoid base hydroxylase 1 | chr1:26193933-26195466 REVERSE LENGTH=260
tr_26509,Module_21,-0.785714286,Phvul.007G154400,coding,GLYMA03G32610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G154400,| Symbols:  | RmlC-like cupins superfamily protein | chr3:1140318-1140723 FORWARD LENGTH=96
tr_12661,Module_21,-0.789285714,Phvul.003G019200,coding,GLYMA02G09350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G019200,| Symbols:  | UDP-3-O-acyl N-acetylglycosamine deacetylase family protein | chr1:8818867-8820493 FORWARD LENGTH=326
tr_14136,Module_21,-0.789285714,Phvul.003G147700,coding,GLYMA13G01150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G147700,"| Symbols: XTR6, XTH23 | xyloglucan endotransglycosylase 6 | chr4:13128694-13129715 FORWARD LENGTH=286"
tr_6014,Module_21,-0.792857143,Phvul.011G030900,coding,GLYMA11G10820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G030900,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr4:6564297-6566402 FORWARD LENGTH=597
tr_18364,Module_21,-0.796428571,Phvul.010G131300,coding,GLYMA07G04170.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G131300,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:27354161-27356543 FORWARD LENGTH=399
tr_9485,Module_21,-0.8,Phvul.009G113400,coding,GLYMA06G09410.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G113400,| Symbols:  | Protein of unknown function (DUF1005) | chr1:3269939-3271732 REVERSE LENGTH=461
tr_14570,Module_21,-0.8,Phvul.003G136200,coding,GLYMA17G06200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G136200,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:17536133-17537515 REVERSE LENGTH=309
tr_4312,Module_21,-0.803571429,Phvul.006G093300,coding,GLYMA03G39920.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G093300,"| Symbols: CAX11, ATCAX11 | cation exchanger 11 | chr1:2879698-2881877 FORWARD LENGTH=546"
tr_13650,Module_21,-0.803571429,Phvul.005G179100,coding,GLYMA13G44340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G179100,| Symbols:  | Phox (PX) domain-containing protein | chr3:5383768-5386955 REVERSE LENGTH=755
tr_14016,Module_21,-0.803571429,Phvul.010G080500,coding,GLYMA03G03350.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G080500,| Symbols: MAP1A | methionine aminopeptidase 1A | chr2:18656059-18658906 FORWARD LENGTH=398
tr_8140,Module_21,-0.807142857,Phvul.003G159100,noncoding,GLYMA15G24650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G159100,| Symbols:  | Ribosomal protein L39 family protein | chr4:15469931-15470366 FORWARD LENGTH=51
tr_361,Module_21,-0.810714286,Phvul.002G037900,coding,GLYMA01G43960.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G037900,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:7285342-7288842 FORWARD LENGTH=1166
tr_76,Module_21,-0.821428571,Phvul.004G106800,coding,GLYMA16G29810.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G106800,"| Symbols: MIND, ARC11, ATMIND1 | septum site-determining protein (MIND) | chr5:8116731-8117711 FORWARD LENGTH=326"
tr_6157,Module_21,-0.821428571,Phvul.003G147700,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G147700,
tr_12380,Module_21,-0.828571429,Phvul.007G013600,coding,GLYMA10G43360.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G013600,| Symbols:  | Calcium-binding EF hand family protein | chr5:2780976-2782961 REVERSE LENGTH=391
tr_3553,Module_21,-0.846428571,Phvul.010G062900,coding,GLYMA01G31900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G062900,| Symbols:  | methyltransferases | chr5:263709-265250 REVERSE LENGTH=513
tr_552,Module_21,-0.871428571,Phvul.009G126400,coding,GLYMA04G42740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G126400,"| Symbols: ALDH3H1, ALDH4 | aldehyde dehydrogenase 3H1 | chr1:16796564-16798574 REVERSE LENGTH=421"
tr_17764,Module_21,-0.903571429,Phvul.003G046600,coding,GLYMA02G12290.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G046600,| Symbols:  | unknown protein; Has 44 Blast hits to 44 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:9246857-9248053 FORWARD LENGTH=195
tr_9779,Module_21,-0.905604244,Phvul.011G189400,coding,GLYMA13G25580.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G189400,| Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr4:12957834-12958683 FORWARD LENGTH=229
tr_2897,Module_22,0.814285714,Phvul.010G013100,coding,GLYMA16G26520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G013100,"| Symbols: CYP81F2 | cytochrome P450, family 81, subfamily F, polypeptide 2 | chr5:23187911-23189681 FORWARD LENGTH=491"
tr_4806,Module_22,0.796428571,Phvul.007G012300,noncoding,GLYMA20G23290.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G012300,None
tr_3401,Module_22,-0.782142857,Phvul.006G035400,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G035400,None
tr_6387,Module_22,-0.782142857,Phvul.010G039200,coding,GLYMA03G24050.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G039200,| Symbols:  | Zinc-binding dehydrogenase family protein | chr1:9105240-9107029 FORWARD LENGTH=346
tr_10323,Module_22,-0.782142857,Phvul.011G051500,coding,GLYMA11G13270.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G051500,"| Symbols: ATEP3, ATCHITIV, CHIV, EP3 | homolog of carrot EP3-3 chitinase | chr3:20145935-20147034 FORWARD LENGTH=273"
tr_4818,Module_22,-0.785714286,Phvul.003G178600,coding,GLYMA05G07820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G178600,| Symbols:  | C3HC zinc finger-like  | chr1:18107063-18110108 FORWARD LENGTH=594
