transcript,met_module,cor,gene_id,region_soy,blast_soy,blast_ara,Phytozome_link
tr_22634,Module_18,0.753571429,Phvul.001G007000,coding,GLYMA17G37720.1,| Symbols: HXK3 | hexokinase 3 | chr1:17616243-17618859 REVERSE LENGTH=493,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G007000
tr_61,Module_18,0.75,Phvul.007G094400,coding,GLYMA10G35540.1,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:6494113-6495105 FORWARD LENGTH=330,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G094400
tr_9456,Module_18,0.746428571,Phvul.008G128700,coding,GLYMA08G46520.1,"| Symbols: CYP93D1 | cytochrome P450, family 93, subfamily D, polypeptide 1 | chr5:2136160-2137925 REVERSE LENGTH=507",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G128700
tr_11662,Module_18,0.742857143,Phvul.001G029300,coding,GLYMA17G35160.1,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G24026.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). | chr4:6645986-6646231 REVERSE LENGTH=81,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G029300
tr_11848,Module_18,0.742857143,Phvul.004G174800,coding,GLYMA07G15060.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G174800
tr_26750,Module_18,0.739285714,Phvul.002G235700,coding,GLYMA05G28820.1,| Symbols:  | Galactose oxidase/kelch repeat superfamily protein | chr2:18253731-18254960 FORWARD LENGTH=409,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G235700
tr_1190,Module_18,0.735714286,Phvul.003G282300,coding,GLYMA08G36160.1,| Symbols: PPR40 | pentatricopeptide (PPR) domain protein 40 | chr3:5768401-5770380 REVERSE LENGTH=659,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G282300
tr_6352,Module_18,0.735714286,Phvul.002G022000,coding,GLYMA11G06300.1,"| Symbols: HCA2, DOF5.6 | Dof-type zinc finger DNA-binding family protein | chr5:25257183-25258504 REVERSE LENGTH=372",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G022000
tr_7441,Module_18,0.735714286,Phvul.008G278900,coding,GLYMA18G08620.1,"| Symbols: NF-YB3 | nuclear factor Y, subunit B3 | chr4:8344663-8345148 FORWARD LENGTH=161",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G278900
tr_24382,Module_18,0.735714286,Phvul.002G229200,coding,GLYMA13G24720.1,| Symbols:  | Pollen Ole e 1 allergen and extensin family protein | chr2:14634298-14635597 REVERSE LENGTH=175,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G229200
tr_19606,Module_18,0.732142857,Phvul.005G038100,coding,GLYMA15G42540.1,| Symbols:  | O-fucosyltransferase family protein | chr2:18374447-18376435 FORWARD LENGTH=573,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G038100
tr_21288,Module_18,0.732142857,Phvul.011G070500,coding,GLYMA12G07870.1,| Symbols:  | Protein kinase superfamily protein | chr1:2428942-2431843 REVERSE LENGTH=538,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G070500
tr_2187,Module_18,0.728571429,Phvul.006G173700,coding,GLYMA15G09170.1,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr3:6212743-6214567 REVERSE LENGTH=305,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G173700
tr_4582,Module_18,0.728571429,Phvul.003G134300,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G134300
tr_13426,Module_18,0.728571429,Phvul.003G231000,coding,GLYMA05G23530.1,| Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr2:9672145-9673624 FORWARD LENGTH=305,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G231000
tr_25356,Module_18,0.728571429,Phvul.009G132000,coding,GLYMA04G42270.1,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr5:25624965-25628257 FORWARD LENGTH=829,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G132000
tr_9672,Module_18,0.7274355,Phvul.005G080600,coding,GLYMA13G34290.1,"| Symbols: ATGGH1, GGH1 | gamma-glutamyl hydrolase 1 | chr1:29585901-29588117 FORWARD LENGTH=348",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G080600
tr_5358,Module_18,0.725,Phvul.005G149200,coding,GLYMA13G41650.1,| Symbols:  | Leucine-rich repeat (LRR) family protein | chr3:7280930-7282027 FORWARD LENGTH=365,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G149200
tr_2575,Module_18,0.721428571,Phvul.011G206300,coding,GLYMA15G37550.1,| Symbols:  | Phosphatidylinositol-4-phosphate 5-kinase family protein | chr3:2535274-2538090 FORWARD LENGTH=715,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G206300
tr_18360,Module_18,0.721428571,Phvul.001G022900,coding,GLYMA14G09190.1,"| Symbols: AT-HSFB4, HSFB4, SCZ | heat shock transcription factor  B4 | chr1:17224904-17226183 FORWARD LENGTH=348",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G022900
tr_7655,Module_18,0.717857143,Phvul.003G294700,noncoding,GLYMA08G16350.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G294700
tr_12732,Module_18,0.717857143,Phvul.009G177400,coding,GLYMA06G19240.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G10660.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr5:25269444-25271533 FORWARD LENGTH=347,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G177400
tr_18824,Module_19,0.928571429,Phvul.004G079000,coding,GLYMA02G07830.1,| Symbols:  | transcription regulator NOT2/NOT3/NOT5 family protein | chr5:6021610-6027031 REVERSE LENGTH=843,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G079000
tr_11786,Module_19,0.867857143,Phvul.009G043900,coding,GLYMA04G40060.1,| Symbols:  | RING/U-box superfamily protein | chr5:1551593-1553543 FORWARD LENGTH=363,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G043900
tr_24719,Module_19,0.864285714,Phvul.002G226000,coding,GLYMA07G31330.2,| Symbols:  | Protein of unknown function (DUF1218) | chr1:22490430-22491330 REVERSE LENGTH=180,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G226000
tr_5914,Module_19,0.847038659,Phvul.008G2149000,coding,GLYMA02G43490.2,| Symbols:  | unknown protein; Has 37 Blast hits to 37 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:1416563-1418291 REVERSE LENGTH=193,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G2149000
tr_2879,Module_19,0.810714286,Phvul.011G038700,coding,GLYMA12G04110.1,"| Symbols: ATPLT5, PMT5, ATPMT5 | polyol/monosaccharide transporter 5 | chr3:6489000-6491209 REVERSE LENGTH=539",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G038700
tr_25366,Module_19,0.807142857,Phvul.009G125900,coding,GLYMA04G42800.1,"| Symbols: ATAF1, ANAC002 | NAC (No Apical Meristem) domain transcriptional regulator superfamily protein | chr1:268471-269514 FORWARD LENGTH=289",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G125900
tr_25300,Module_19,0.800132264,Phvul.004G075500,coding,GLYMA17G23740.1,"| Symbols: ANAC083, VNI2, NAC083 | NAC domain containing protein 83 | chr5:4196643-4197577 FORWARD LENGTH=252",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G075500
tr_21967,Module_19,0.796428571,Phvul.006G198100,coding,GLYMA15G06710.1,| Symbols: PIP | proline iminopeptidase | chr2:6041441-6043475 REVERSE LENGTH=329,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G198100
tr_15331,Module_19,0.785714286,Phvul.011G020700,coding,GLYMA11G09770.1,| Symbols:  | Major facilitator superfamily protein | chr5:5587851-5592332 REVERSE LENGTH=503,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G020700
tr_24656,Module_19,0.784573807,Phvul.001G035500,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G035500
tr_19809,Module_19,0.771428571,Phvul.010G045600,coding,GLYMA07G13150.1,"| Symbols: ALG12, EBS4 | homolog of asparagine-linked glycosylation 12 | chr1:404627-408485 FORWARD LENGTH=497",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G045600
tr_24902,Module_19,0.767857143,Phvul.005G031100,coding,GLYMA11G12220.1,| Symbols:  | ARM repeat superfamily protein | chr1:28655914-28658531 FORWARD LENGTH=811,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G031100
tr_10116,Module_19,0.767030017,Phvul.003G093800,coding,GLYMA13G22960.1,| Symbols:  | RNA-directed DNA polymerase (reverse transcriptase)-related family protein | chr3:8789471-8793208 FORWARD LENGTH=746,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G093800
tr_22338,Module_19,0.760714286,Phvul.011G162200,coding,GLYMA06G32870.1,| Symbols:  | unknown protein; Has 158 Blast hits to 158 proteins in 77 species: Archae - 0; Bacteria - 0; Metazoa - 104; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink). | chr3:5015432-5017566 FORWARD LENGTH=455,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G162200
tr_17603,Module_19,0.757142857,Phvul.004G063400,coding,GLYMA19G06110.1,| Symbols:  | Zinc-finger domain of monoamine-oxidase A repressor R1 protein | chr1:25412816-25415530 FORWARD LENGTH=512,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G063400
tr_4485,Module_19,0.753571429,Phvul.007G253600,coding,GLYMA10G21570.1,| Symbols:  | Remorin family protein | chr2:17471119-17472519 REVERSE LENGTH=274,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G253600
tr_17209,Module_19,0.753571429,Phvul.009G194200,coding,GLYMA15G24770.1,"| Symbols: ARR12, RR12 | response regulator 12 | chr2:10724490-10726961 REVERSE LENGTH=596",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G194200
tr_26470,Module_19,0.753571429,Phvul.008G073200,coding,GLYMA18G45900.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G073200
tr_11494,Module_19,0.75,Phvul.008G215000,coding,GLYMA02G43480.1,| Symbols: MPL1 | Myzus persicae-induced lipase 1 | chr5:4571442-4574413 REVERSE LENGTH=418,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G215000
tr_9091,Module_19,0.742857143,Phvul.002G132100,coding,GLYMA10G33790.1,| Symbols: UGT73B5 | UDP-glucosyl transferase 73B5 | chr2:6758817-6763398 FORWARD LENGTH=494,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G132100
tr_25373,Module_19,0.741399669,Phvul.006G183400,noncoding,None,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G183400
tr_1761,Module_19,0.739887811,Phvul.006G045700,coding,GLYMA08G43060.1,| Symbols:  | tetraacyldisaccharide 4'-kinase family protein | chr3:7151497-7153369 REVERSE LENGTH=395,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G045700
tr_20138,Module_19,0.735714286,Phvul.001G132300,coding,GLYMA19G32110.1,| Symbols:  | NB-ARC domain-containing disease resistance protein | chr3:4857940-4861104 FORWARD LENGTH=1054,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G132300
tr_23920,Module_19,0.735714286,Phvul.003G261700,coding,GLYMA16G23870.2,| Symbols: CPK28 | calcium-dependent protein kinase 28 | chr5:26457145-26459434 REVERSE LENGTH=435,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G261700
tr_22232,Module_19,0.732142857,Phvul.004G117500,coding,GLYMA09G25940.1,"| Symbols: ATMP2, ATMAPR3, MSBP2, MAPR3 | membrane-associated progesterone binding protein 3 | chr3:18129669-18131353 FORWARD LENGTH=233",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G117500
tr_21867,Module_19,0.731029932,Phvul.010G046000,coding,GLYMA03G25720.1,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:8347200-8349347 FORWARD LENGTH=715,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G046000
tr_19009,Module_19,0.728571429,Phvul.006G065400,coding,GLYMA14G37090.1,| Symbols: ftsh7 | FTSH protease 7 | chr3:17332999-17336613 FORWARD LENGTH=802,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G065400
tr_23181,Module_19,0.727392967,Phvul.006G183700,coding,GLYMA15G08290.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G183700
tr_194,Module_19,0.725,Phvul.001G170100,coding,GLYMA03G32970.1,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: sperm cell, male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37480.1). | chr3:19891104-19892214 FORWARD LENGTH=203",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G170100
tr_7377,Module_19,0.723860879,Phvul.009G086200,coding,GLYMA04G06340.1,"| Symbols: AtMAPR2, MAPR2 | membrane-associated progesterone binding protein 2 | chr2:10609447-10609749 FORWARD LENGTH=100",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G086200
tr_17363,Module_19,0.722073568,Phvul.001G245000,coding,GLYMA18G02890.1,| Symbols:  | Outer membrane OMP85 family protein | chr3:3467801-3469815 FORWARD LENGTH=520,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G245000
tr_17767,Module_19,0.721428571,Phvul.004G077200,coding,GLYMA16G26780.1,| Symbols:  | 3'-5'-exoribonuclease family protein | chr3:2473486-2475218 FORWARD LENGTH=286,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G077200
tr_20188,Module_19,0.721428571,Phvul.002G002900,coding,GLYMA01G41150.1,| Symbols: LON2 | lon protease 2 | chr5:19093356-19098678 REVERSE LENGTH=888,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G002900
tr_845,Module_19,0.717857143,Phvul.002G262700,coding,GLYMA05G31540.1,| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Mitochondrial inner membrane protein Mitofilin (InterPro:IPR019133); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr4:18417755-18421633 FORWARD LENGTH=650,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G262700
tr_15866,Module_19,0.717857143,Phvul.002G3121001,noncoding,GLYMA08G04180.3,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G3121001
tr_21437,Module_19,0.717857143,Phvul.009G249900,coding,GLYMA15G16050.1,| Symbols:  | Dynein light chain type 1 family protein | chr4:9036344-9037825 FORWARD LENGTH=123,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G249900
tr_1608,Module_19,0.714285714,Phvul.002G006800,coding,GLYMA11G04620.2,| Symbols:  | unknown protein; Has 39 Blast hits to 39 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:14861635-14862000 REVERSE LENGTH=121,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G006800
tr_15217,Module_19,0.714285714,Phvul.008G271400,coding,GLYMA02G46390.1,| Symbols: AR192 | Co-chaperone GrpE family protein | chr4:13485066-13486560 REVERSE LENGTH=327,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G271400
tr_7809,Module_19,0.710714286,Phvul.005G166300,coding,GLYMA13G43120.1,| Symbols:  | Homeodomain-like superfamily protein | chr3:5547828-5549397 FORWARD LENGTH=387,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G166300
tr_17370,Module_19,0.710714286,Phvul.009G176100,coding,GLYMA04G35910.1,| Symbols: EMB2759 | embryo defective 2759 | chr5:25293109-25294799 FORWARD LENGTH=345,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G176100
tr_23297,Module_19,0.710714286,Phvul.002G301700,coding,GLYMA05G36560.1,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr5:8284858-8287651 REVERSE LENGTH=694,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G301700
tr_22363,Module_19,0.709681978,Phvul.003G284500,coding,GLYMA08G36590.1,| Symbols: bHLH071 | beta HLH protein 71 | chr5:18945639-18947434 FORWARD LENGTH=327,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G284500
tr_6424,Module_19,0.707142857,Phvul.010G039300,coding,GLYMA03G24020.1,| Symbols:  | Zinc-binding dehydrogenase family protein | chr3:698530-700278 REVERSE LENGTH=350,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G039300
tr_17755,Module_20,0.85,Phvul.008G057900,coding,GLYMA18G47360.1,"| Symbols: LEA14, LSR3 | Late embryogenesis abundant protein | chr1:172295-172826 REVERSE LENGTH=151",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G057900
tr_21646,Module_20,0.842857143,Phvul.007G068900,coding,GLYMA10G38150.1,"| Symbols: MSBP1, ATMP1, AtMAPR5 | membrane steroid binding protein 1 | chr5:21213121-21214557 FORWARD LENGTH=220",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G068900
tr_15842,Module_20,0.838715065,Phvul.011G043800,coding,GLYMA14G05510.1,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G043800
tr_4792,Module_20,0.810714286,Phvul.008G081900,coding,GLYMA01G35720.1,| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G37960.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr3:20018902-20020826 REVERSE LENGTH=442,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G081900
tr_774,Module_20,0.8,Phvul.007G079300,coding,GLYMA10G37010.1,| Symbols:  | Ubiquitin carboxyl-terminal hydrolase family protein | chr2:13344151-13345398 FORWARD LENGTH=415,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G079300
tr_12476,Module_20,0.796428571,Phvul.011G035900,coding,GLYMA11G09690.1,"| Symbols: ATFP6, HIPP26, FP6 | farnesylated protein 6 | chr4:18034596-18035693 FORWARD LENGTH=153",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G035900
tr_26103,Module_20,0.792857143,Phvul.008G008200,coding,GLYMA18G53150.1,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr3:6267102-6267392 FORWARD LENGTH=96,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G008200
tr_8862,Module_20,0.785714286,Phvul.006G199200,coding,GLYMA15G06590.1,| Symbols:  | Octicosapeptide/Phox/Bem1p family protein | chr5:25762540-25764081 REVERSE LENGTH=513,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G199200
tr_1051,Module_20,0.782142857,Phvul.004G120300,coding,GLYMA18G16160.2,"| Symbols: ATUBC2, UBC2 | ubiquiting-conjugating enzyme 2 | chr2:774271-775149 FORWARD LENGTH=152",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G120300
tr_25931,Module_20,0.778571429,Phvul.004G075500,coding,GLYMA17G23740.1,"| Symbols: ANAC083, VNI2, NAC083 | NAC domain containing protein 83 | chr5:4196643-4197577 FORWARD LENGTH=252",https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G075500
tr_16508,Module_20,0.775,Phvul.006G149300,coding,GLYMA09G06650.1,| Symbols:  | proteasome inhibitor-related | chr3:19985208-19987132 FORWARD LENGTH=302,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G149300
tr_23132,Module_20,0.775,Phvul.002G244400,coding,GLYMA08G12840.1,| Symbols:  | CONTAINS InterPro DOMAIN/s: Complex 1 LYR protein (InterPro:IPR008011); Has 45 Blast hits to 45 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 45; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr5:21110716-21111116 FORWARD LENGTH=103,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G244400
